"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","OPS","Handedness","exitVelo_GAM","angle_GAM","direction_GAM","exitVelo_GLM","angle_GLM","direction_GLM","exitVelo_KNN","angle_KNN","direction_KNN"
"11",1,0.3025,0.348,0.555,2767,2,3,1,0,0,5,96.0230026245117,0.0406488999724388,2.05479001998901,19.0767002105713,-12.0160007476807,-4.95892000198364,2.19394993782043,0.903,0,92.458,11.865,-1.976,92.437,11.865,-2.004,100.089,12.836,11.006
"12",49,0.269666,0.351,0.413333,2842,2,1,1,1,1,3,91.356201171875,0.634680986404419,3.14054989814758,19.8597011566162,11.9544992446899,-4.95545959472656,0.186019003391266,0.764333,0,89.602,24.626,-2.808,89.653,24.626,-2.781,98.704,29.208,5.747
"13",1,0.3025,0.348,0.555,2858,2,1,0,0,0,2,91.7285003662109,-0.078935794532299,2.4677300453186,16.209098815918,-12.3596992492676,-5.52532005310059,1.6366800069809,0.903,0,91.663,17.067,-4.128,91.663,17.067,-4.128,82.385,-14.12,-19.937
"14",144,0.219,0.294,0.482,5472,0,2,2,0,1,9,83.7093276977539,-0.350939005613327,1.72169005870819,3.0671648979187,-7.45754337310791,-7.8235068321228,-1.60115897655487,0.776,1,89.123,6.471,-2.221,89.119,6.471,-2.241,95.98,8.473,-22.21
"15",49,0.269666,0.351,0.413333,2842,0,0,1,1,0,2,90.00439453125,-1.0354700088501,2.21724987030029,-0.0180300008505583,-17.3077011108398,-6.1670298576355,0.916490972042084,0.764333,1,90.028,4.14,-2.701,89.912,4.14,-2.729,102.413,15.633,2.561
"16",41,0.2405,0.3375,0.4175,3789,1,1,0,0,1,2,77.217399597168,-0.300062000751495,1.65008997917175,1.46406996250153,13.1217002868652,-8.14867973327637,-0.220204994082451,0.755,1,87.127,13.668,-6.624,87.06,13.668,-6.663,81.915,-4.179,-20.348
"17",152,0.314,0.353,0.461,2528,0,0,0,0,1,1,81.5867004394531,-0.26936799287796,2.00519013404846,2.16962003707886,0.19675999879837,-8.38117980957031,-2.25009989738464,0.814,1,89.074,10.273,-4.637,89.109,10.273,-4.629,96.928,27.322,6.145
"18",51,0.271,0.3205,0.411,5472,2,2,0,0,1,3,79.2811965942383,0.143984004855156,2.39695000648499,-3.87215995788574,-14.8149003982544,-8.50963020324707,-4.23812007904053,0.7315,1,87.95,7.585,2.622,88.042,7.585,2.645,95.93,20.147,-0.077
"19",73,0.289,0.381,0.374,5421,2,1,2,1,0,4,85.1662979125977,-0.657128989696503,1.40745997428894,3.46628999710083,-16.722900390625,-7.1202597618103,0.256080001592636,0.755,1,89.19,4.056,-0.934,89.104,4.056,-0.992,72.027,-21.441,13.157
"20",82,0.2365,0.3505,0.429,2541,0,1,0,0,0,2,85.6821975708008,-0.0138112995773554,2.93213987350464,8.50428009033203,1.74451994895935,-5.86034965515137,3.15721988677979,0.7795,0,88.444,22.231,-5.193,88.402,22.231,-5.185,85.256,-3.341,7.093
"21",40,0.281666,0.372333,0.395666,2745,1,1,0,1,0,2,90.1069030761719,-0.0969820022583008,2.16223001480103,15.109299659729,-14.1907997131348,-6.1188497543335,1.33906996250153,0.767999,1,90.422,14.899,4.885,90.432,14.899,4.882,98.545,21.31,-1.018
"22",84,0.267,0.3825,0.389,2842,0,0,1,1,0,2,72.5704956054688,-0.330822974443436,2.17969989776611,-8.78429985046387,17.5700988769531,-9.68321990966797,2.95231986045837,0.7715,1,85.877,17.01,-6.705,85.844,17.01,-6.688,79.102,34.126,0.458
"23",142,0.3195,0.3605,0.4435,4271,1,0,0,1,0,1,95.2360992431641,-0.137021988630295,1.69685006141663,12.576099395752,-13.8541994094849,-6.74624013900757,0.0493390001356602,0.804,1,91.794,2.52,3.782,91.844,2.52,3.778,96.244,2.666,14.427
"24",74,0.2905,0.3425,0.457,2745,0,0,1,1,1,2,88.0824966430664,-0.678543984889984,1.6131100654602,13.6988000869751,2.8351399898529,-6.77567958831787,-2.86505007743835,0.7995,0,89.7,8.9,-16.784,89.663,8.9,-16.821,92.413,26.72,-9.659
"25",98,0.2965,0.384,0.527,4715,0,0,0,1,1,1,85.6186981201172,-0.220469996333122,2.34182000160217,6.84649991989136,-5.23014974594116,-6.41275978088379,-3.47413992881775,0.911,0,90.648,11.692,-11.445,90.634,11.692,-11.463,69.432,14.334,-11.81
"26",82,0.2365,0.3505,0.429,2541,0,2,1,0,0,4,84.5205993652344,0.00563758984208107,1.83658993244171,0.710139989852905,9.60476016998291,-8.07528018951416,1.37502992153168,0.7795,0,87.987,6.338,-8.87,87.987,6.338,-8.881,84.716,26.701,4.093
"27",74,0.2905,0.3425,0.457,2745,0,1,1,1,0,3,86.7331008911133,0.901724934577942,1.68529009819031,15.0573997497559,1.82393002510071,-6.52243041992188,4.24321985244751,0.7995,1,89.647,16.675,11.713,89.666,16.675,11.682,81.219,4.315,6.701
"28",66,0.277,0.3475,0.4255,2745,2,3,1,0,0,5,90.7647933959961,-0.672810971736908,2.65900993347168,9.98709964752197,-10.3009996414185,-5.50222015380859,-0.68801999092102,0.773,0,89.858,12.888,-10.439,89.804,12.888,-10.444,89.876,-0.579,-27.436
"29",41,0.2405,0.3375,0.4175,5355,0,2,1,0,0,4,88.6034927368164,-0.582279026508331,2.25778985023499,11.8001003265381,6.58372020721436,-6.6972393989563,2.38545989990234,0.755,0,88.715,15.882,-12.509,88.677,15.882,-12.506,94.496,25.419,7.528
"30",98,0.2965,0.384,0.527,4715,2,3,2,1,0,6,92.7307968139648,-0.284265011548996,3.20255994796753,17.4826984405518,-3.80603003501892,-4.40863990783691,1.11713004112244,0.911,1,92.504,25.133,0.03,92.464,25.133,0.049,98.685,8.557,-6.531
"31",65,0.27,0.375,0.409,2529,2,0,1,0,0,2,78.1523971557617,0.252247989177704,2.52704000473022,0.880559980869293,9.91043949127197,-8.53108978271484,3.15499973297119,0.784,0,86.772,19.923,-6.514,86.815,19.923,-6.48,86.793,30.337,-7.86
"32",107,0.261,0.3035,0.411,2797,1,1,1,1,0,3,75.3759994506836,0.49745300412178,3.33706974983215,-14.6741991043091,4.48128986358643,-8.78415966033936,1.78750991821289,0.7145,1,85.875,16.087,5.704,85.934,16.087,5.768,70.222,-10.603,17.64
"33",152,0.314,0.353,0.461,4669,1,1,0,0,1,2,93.0112991333008,-0.0596984997391701,1.22890996932983,11.0506000518799,13.2779989242554,-6.95611000061035,-1.0314199924469,0.814,1,90.989,0.691,-3.29,90.979,0.691,-3.334,89.299,-1.023,7.044
"34",136,0.298666,0.361666,0.491666,2797,1,0,0,1,0,1,80.6156005859375,0.131636992096901,2.74750995635986,4.05983972549438,17.4333992004395,-7.24958992004395,4.2463698387146,0.853332,1,88.577,25.313,-0.619,88.549,25.313,-0.597,84.81,34.533,-10.246
"35",84,0.267,0.3825,0.389,2823,0,0,0,1,0,1,91.3796997070312,-0.256349980831146,1.68698000907898,3.86332988739014,-15.8496990203857,-6.92008972167969,0.837280035018921,0.7715,1,90.446,0.084,3.971,90.431,0.084,3.945,91.317,-12.107,3.436
"36",136,0.298666,0.361666,0.491666,2797,0,3,2,1,1,6,90.9208984375,0.290491998195648,2.27843999862671,16.1342010498047,14.3188991546631,-5.34264993667603,0.0363449975848198,0.853332,0,90.469,16.076,-7.707,90.443,16.076,-7.734,92.869,9.048,26.155
"37",34,0.263,0.379666,0.376666,2852,0,1,2,1,0,6,74.5642013549805,-1.31754004955292,2.59177994728088,-7.58654022216797,19.7126007080078,-8.78573989868164,2.83928990364075,0.756332,1,86.043,20.754,-16.181,85.918,20.754,-16.161,97.524,28.816,-14.998
"38",117,0.2845,0.344,0.4435,4669,0,0,1,0,0,2,81.3746948242188,1.15547001361847,2.44546008110046,-0.602419972419739,11.9300994873047,-7.3690595626831,4.29053974151611,0.7875,0,87.217,15.123,3.747,87.244,15.123,3.745,82.627,27.017,-3.601
"39",125,0.2295,0.3255,0.4005,2843,1,3,2,1,1,9,94.0235977172852,0.560540974140167,2.20138001441956,18.1930999755859,11.7985000610352,-6.0415997505188,1.13014996051788,0.726,0,89.491,12.636,-2.538,89.555,12.636,-2.533,93.304,6.8,23.46
"40",122,0.245,0.3,0.3745,2772,0,2,1,1,0,4,84.692497253418,-0.397556006908417,3.07533001899719,2.7058699131012,-11.0106000900269,-5.83523988723755,1.01942992210388,0.6745,1,87.92,18.278,2.149,87.855,18.278,2.156,85.803,-7.995,18.447
"41",117,0.2845,0.344,0.4435,4669,1,0,0,0,0,1,89.2345962524414,-0.711160957813263,2.88697981834412,7.45384979248047,-9.75379943847656,-5.38977003097534,0.504006028175354,0.7875,0,89.589,15.589,-10.249,89.509,15.589,-10.252,70.329,28.386,12.98
"42",30,0.2815,0.3255,0.4525,3810,2,0,1,0,1,2,78.6447982788086,0.541355967521667,1.78338992595673,4.38820028305054,7.51981973648071,-8.16361999511719,-1.07647001743317,0.778,1,87.929,13.636,2.177,87.969,13.636,2.159,75.4,-1.525,-14.726
"43",51,0.271,0.3205,0.411,2767,2,0,2,0,0,3,88.2734985351562,0.148942992091179,1.24909996986389,4.89334011077881,-17.3991985321045,-8.04202938079834,-0.207262992858887,0.7315,0,88.875,-2.686,-1.183,88.934,-2.686,-1.211,87.087,7.956,8.113
"44",66,0.277,0.3475,0.4255,2745,2,2,0,0,0,3,95.0111999511719,-0.221928000450134,2.89125990867615,8.55333995819092,-17.2706985473633,-5.96997022628784,-0.0921280011534691,0.773,0,90.674,8.208,-3.425,90.728,8.208,-3.387,87.056,6.528,-4.101
"45",137,0.268333,0.370333,0.385666,2542,1,3,2,1,0,10,88.6347961425781,-0.930734038352966,1.95010995864868,13.6299991607666,-9.50436019897461,-6.16084957122803,0.747781038284302,0.755999,1,89.918,14.364,-4.849,89.837,14.364,-4.875,91.048,4.102,21.799
"46",141,0.2895,0.3435,0.42,4715,2,2,0,0,1,3,79.0955963134766,0.50976699590683,1.95732998847961,-12.1187992095947,-9.97929954528809,-9.93618965148926,-1.69411993026733,0.7635,1,87.779,-1.038,6.295,87.906,-1.038,6.322,89.579,-1.952,-17.845
"47",1,0.3025,0.348,0.555,2724,1,0,2,0,1,3,94.2595977783203,0.189695000648499,1.70732009410858,17.8162994384766,6.56837940216064,-5.88765001296997,-0.698217034339905,0.903,1,92.608,9.351,0.394,92.618,9.351,0.365,96.667,1.577,-14.137
"48",41,0.2405,0.3375,0.4175,3789,2,2,2,0,1,5,77.4123992919922,0.432214021682739,1.63806998729706,-0.239120006561279,15.3815994262695,-8.2052001953125,0.720835983753204,0.755,1,86.994,11.949,0.763,86.968,11.949,0.725,86.135,22.435,2.805
"49",82,0.2365,0.3505,0.429,2541,2,3,2,0,1,6,90.6581039428711,0.354359984397888,3.06526970863342,18.6590995788574,7.1922402381897,-5.21261978149414,-2.28375005722046,0.7795,1,90.588,23.082,1.742,90.644,23.082,1.771,87.429,43.447,-11.513
"50",70,0.238666,0.293666,0.389333,5472,0,2,2,0,0,5,83.0960006713867,0.0584299005568027,2.61139988899231,1.60722994804382,4.05689001083374,-6.99660015106201,1.98233985900879,0.682999,0,86.649,14.819,-5.355,86.627,14.819,-5.351,84.661,14.685,-21.802
"51",104,0.2755,0.359,0.467,2772,0,2,2,1,1,5,95.9487915039062,0.443507969379425,2.16901993751526,14.9466991424561,11.7703990936279,-5.67235994338989,-0.848073959350586,0.826,0,91.117,7.333,-5.282,91.154,7.333,-5.292,91.929,0.911,-1.901
"52",133,0.264,0.3265,0.3625,2542,1,0,1,1,1,2,86.0879974365234,-0.426508992910385,3.33215975761414,8.68340969085693,-2.43272995948792,-5.38844966888428,-2.92763996124268,0.689,0,87.966,20.383,-11.183,87.937,20.383,-11.166,84.346,6.3,-1.463
"53",141,0.2895,0.3435,0.42,4715,2,2,2,0,0,6,91.6204986572266,-0.0149580994620919,3.00991988182068,18.7273998260498,-8.34905052185059,-4.63419008255005,2.3087899684906,0.7635,0,89.872,23.681,-2.432,89.853,23.681,-2.421,95.368,12.527,-4.471
"54",51,0.271,0.3205,0.411,2844,0,1,0,0,0,2,90.515998840332,0.538818001747131,1.99488997459412,15.3892993927002,-9.6899995803833,-6.0792498588562,2.82045984268188,0.7315,0,89.178,12.576,3.335,89.211,12.576,3.318,90.218,12.254,-15.974
"55",30,0.2815,0.3255,0.4525,2541,1,2,2,0,0,5,82.825798034668,0.323938012123108,2.49868988990784,1.24547004699707,5.03851985931396,-7.77739953994751,2.80413007736206,0.778,0,87.67,14.574,-3.766,87.704,14.574,-3.744,89.771,6.356,-15.685
"56",81,0.261,0.3285,0.3655,5421,0,2,0,1,0,3,86.3533020019531,0.282005995512009,2.98798990249634,9.71347999572754,2.25292992591858,-4.39861011505127,3.11131000518799,0.694,1,88.214,23.792,7.221,88.105,23.792,7.193,100.809,9.352,11.554
"57",35,0.255,0.324,0.427,2724,0,1,2,0,1,7,94.9039916992188,-0.616931021213531,1.64122986793518,17.7257995605469,6.9256100654602,-5.95780992507935,-1.22339999675751,0.751,1,90.892,7.427,-6.427,90.851,7.427,-6.459,81.577,16.224,-18.274
"58",97,0.211,0.2905,0.3725,2724,2,0,1,1,1,2,78.4384994506836,0.406991004943848,1.82184994220734,-4.07997989654541,-10.6943998336792,-9.0087194442749,-1.97766983509064,0.663,0,86.027,3.4,-2.068,86.109,3.4,-2.073,88.108,5.829,-2.834
"59",125,0.2295,0.3255,0.4005,2683,0,1,2,1,1,5,80.064094543457,0.36336299777031,2.81448984146118,8.01265048980713,1.53979003429413,-7.11721992492676,-0.898121953010559,0.726,0,87.09,22.387,-5.092,87.145,22.387,-5.068,83.601,12.206,-11.243
"60",35,0.255,0.324,0.427,5472,2,1,1,0,0,3,92.4667434692383,-0.0926939994096756,2.46647381782532,12.7080698013306,-12.0914402008057,-6.75058269500732,-0.0618799962103367,0.751,0,89.958,10.387,-4.277,90.044,10.387,-4.242,82.04,9.755,-6.119
"61",133,0.264,0.3265,0.3625,4715,2,2,1,1,0,4,84.0924987792969,0.0861540958285332,2.3413999080658,4.33093976974487,-15.4621000289917,-6.74845933914185,1.30177998542786,0.689,1,88.109,13.184,7.363,88.103,13.184,7.355,89.893,3.603,8.205
"62",25,0.264,0.364,0.48,2858,0,2,0,1,1,3,94.7281951904297,0.225397005677223,2.21539998054504,14.5722999572754,14.5059995651245,-5.72457027435303,0.116519995033741,0.844,0,90.978,10.031,-7.785,90.986,10.031,-7.795,90.389,1.92,5.927
"63",49,0.269666,0.351,0.413333,2842,0,1,2,1,0,5,80.5224990844727,-1.68468999862671,2.09301996231079,9.88068962097168,-17.2903995513916,-7.66948986053467,-1.54378998279572,0.764333,1,88.809,19.389,-13.605,88.743,19.389,-13.602,84.872,3.909,11.084
"64",97,0.211,0.2905,0.3725,5472,2,0,2,1,0,4,85.2172012329102,0.570574939250946,2.38088989257812,0.895741999149323,-5.53717994689941,-7.49596977233887,1.91686987876892,0.663,1,87.638,9.455,10.367,87.697,9.455,10.384,93.353,30.609,0.302
"65",122,0.245,0.3,0.3745,2772,0,0,0,1,1,1,94.4433975219727,-0.0933497995138168,2.01118993759155,15.9412994384766,13.2078990936279,-5.77025985717773,-1.30769002437592,0.6745,0,89.028,7.647,-10.087,89.019,7.647,-10.109,94.292,26.642,0.902
"66",133,0.264,0.3265,0.3625,2724,1,1,0,1,0,2,96.6174011230469,0.355176001787186,2.72223997116089,17.8796005249023,-6.88091945648193,-5.04201984405518,2.38124990463257,0.689,1,90.458,15.192,10.257,90.503,15.192,10.279,87.126,13.917,11.122
"67",25,0.264,0.364,0.48,4271,2,1,2,1,1,4,82.4244995117188,-0.142201006412506,1.73804008960724,-3.88864016532898,-7.37081956863403,-8.14128971099854,-3.09004974365234,0.844,0,88.971,0.416,-9.777,88.975,0.416,-9.807,83.322,7.275,-11.117
"68",35,0.255,0.324,0.427,5472,2,1,1,0,0,3,93.4589996337891,0.097516693174839,3.01902008056641,14.3267002105713,-11.3052997589111,-4.91058969497681,-0.345773011445999,0.751,0,90.186,15.7,-1.834,90.209,15.7,-1.818,91.144,23.456,-4.382
"69",45,0.277,0.3205,0.4225,4715,0,0,2,0,1,3,86.3000946044922,0.590969979763031,2.38568997383118,3.99150991439819,12.8422994613647,-6.61371946334839,-0.0841899961233139,0.743,1,88.663,11.46,4.278,88.673,11.46,4.269,84.887,-5.343,-13.85
"70",57,0.289333,0.325333,0.406,4669,1,3,1,1,0,5,86.0223999023438,0.650581955909729,1.57942998409271,3.34530997276306,3.48562002182007,-7.11078977584839,2.3301899433136,0.731333,1,88.466,5.491,8.676,88.452,5.491,8.632,90.305,20.452,3.251
"71",16,0.28,0.353,0.361,2852,1,0,0,0,0,1,74.7592010498047,-0.305841982364655,2.59062004089355,-8.29745006561279,12.5093994140625,-9.24836921691894,2.07767987251282,0.714,0,85.079,16.029,-12.843,85.075,16.029,-12.809,74.375,13.518,-0.548
"72",30,0.2815,0.3255,0.4525,3810,0,3,2,0,0,7,85.4490966796875,0.59825199842453,1.85993993282318,0.347130000591278,6.38858938217163,-8.04905986785889,2.96376991271973,0.778,0,88.07,5.51,-1.001,88.112,5.51,-1.006,82.147,14.307,-10.778
"73",65,0.27,0.375,0.409,3789,2,0,0,0,0,1,80.3156967163086,-0.132930994033813,2.50804996490479,-6.73777961730957,3.04365015029907,-8.43847942352295,2.87700986862183,0.784,0,87.107,11.289,-7.858,87.103,11.289,-7.836,83.732,34.207,-2.425
"74",74,0.2905,0.3425,0.457,2745,2,2,1,1,0,4,86.695198059082,-0.428615003824234,2.44936990737915,5.26203966140747,-4.60973978042603,-7.31078958511353,1.76800990104675,0.7995,1,89.687,14.144,-1.099,89.692,14.144,-1.073,93.815,13.234,6.496
"75",98,0.2965,0.384,0.527,4271,1,2,0,1,1,3,94.8004989624023,-0.62407398223877,2.99270987510681,14.9746990203857,9.13243961334228,-5.25250005722046,-0.36090099811554,0.911,0,91.972,17.717,-15.536,91.947,17.717,-15.51,86.197,1.932,-1.43
"76",107,0.261,0.3035,0.411,2842,2,1,1,1,1,3,93.6679992675781,-0.0580472983419895,1.60731995105743,10.2011995315552,19.554500579834,-6.12839984893799,-1.36049997806549,0.7145,0,89.087,1.118,-11.591,89.04,1.118,-11.642,88.363,36.467,12.442
"77",81,0.261,0.3285,0.3655,2843,0,0,1,0,1,2,78.9592971801758,-0.028948400169611,1.79117000102997,12.6527996063232,6.54921960830688,-7.94999933242798,-1.40863001346588,0.694,1,87.237,19.702,-3.055,87.264,19.702,-3.064,91.32,-1.919,-31.115
"78",51,0.271,0.3205,0.411,4271,2,3,2,0,0,8,85.241096496582,-0.0369833000004292,1.79743993282318,1.94457006454468,5.14126014709473,-8.29918003082275,2.77169990539551,0.7315,0,87.55,6.535,-6.88,87.567,6.535,-6.88,76.676,14.264,-29.697
"79",136,0.298666,0.361666,0.491666,2823,2,2,1,1,0,4,93.0870971679688,0.357942998409271,1.83434998989105,16.9041996002197,-11.1892995834351,-5.98938989639282,2.50150990486145,0.853332,1,91.895,11.621,8.925,91.924,11.621,8.909,97.844,12.637,4.901
"80",137,0.268333,0.370333,0.385666,2724,1,1,1,1,1,3,91.2755966186523,-0.0556423999369145,2.87669992446899,18.3815994262695,3.37467002868652,-4.36008977890015,-0.612367987632751,0.755999,0,89.685,21.367,-7.516,89.636,21.367,-7.53,89.536,30.588,18.013
"81",0,0.289,0.330666,0.453,5472,2,1,1,0,0,3,94.3853378295898,-0.943862020969391,2.77407097816467,13.2655801773071,-8.11592197418213,-5.14074993133545,0.0916009992361069,0.783666,0,90.62,13.777,-12.754,90.559,13.777,-12.748,87.543,22.883,-6.768
"82",40,0.281666,0.372333,0.395666,2772,2,1,1,1,0,3,79.2910995483398,0.639430999755859,2.93453001976013,-6.54376935958862,-6.76943016052246,-3.99113988876343,3.100830078125,0.767999,1,87.594,18.106,12.655,87.37,18.106,12.561,79.252,22.417,5.025
"83",142,0.3195,0.3605,0.4435,5472,0,0,0,1,0,1,91.4303894042969,0.173019990324974,2.47011494636536,15.9669589996338,-0.739547967910767,-6.49454164505005,1.39988195896149,0.804,1,90.835,17.261,3.839,90.906,17.261,3.873,84.457,0.301,22.217
"84",16,0.28,0.353,0.361,2781,2,0,0,0,0,1,90.9297943115234,-0.392484992742539,2.33758997917175,9.16836929321289,-18.8883991241455,-6.49217987060547,-0.325657993555069,0.714,0,89.295,7.835,-5.181,89.317,7.835,-5.174,83.85,-2.077,-9.064
"85",104,0.2755,0.359,0.467,5355,2,0,0,1,0,1,94.2989959716797,-0.653271019458771,2.27495002746582,11.4658994674683,-12.899899482727,-5.71795988082886,1.10881996154785,0.826,1,91.765,9.615,-0.528,91.723,9.615,-0.533,85.022,-5.822,7.216
"86",142,0.3195,0.3605,0.4435,4271,0,1,2,1,0,5,84.1044998168945,0.477312982082367,1.50475990772247,-0.637759983539581,4.83617973327637,-7.97182989120483,4.23233985900879,0.804,1,88.727,5.671,6.82,88.711,5.671,6.787,88.967,13.459,3.051
"87",144,0.219,0.294,0.482,2772,1,0,0,0,0,1,80.1760025024414,-0.853173971176147,2.90050005912781,6.42378997802734,4.73572015762329,-6.96800994873047,1.06801998615265,0.776,0,87.46,25.353,-16.74,87.395,25.353,-16.72,81.209,36.326,-18.018
"88",70,0.238666,0.293666,0.389333,4271,0,1,1,0,0,3,92.3650970458984,-0.40072101354599,3.27328991889954,15.9682998657227,-16.078498840332,-4.93128967285156,-1.67986989021301,0.682999,0,89.408,19.02,-6.08,89.428,19.02,-6.047,99.725,9.967,-24.429
"89",152,0.314,0.353,0.461,2683,0,1,1,0,0,3,79.2148971557617,-0.261238992214203,2.77583003044128,4.85551977157593,9.35620021820068,-6.44229984283447,2.71548008918762,0.814,0,87.486,25.561,-11.073,87.39,25.561,-11.083,85.596,12.547,8.634
"90",51,0.271,0.3205,0.411,2767,1,0,0,0,0,1,79.6099014282227,0.346763998270035,3.12521982192993,-10.6673002243042,8.08272933959961,-8.20530033111572,2.36133003234863,0.7315,0,86.161,13.067,-3.927,86.191,13.067,-3.881,88.85,17.097,-6.269
"91",1,0.3025,0.348,0.555,2767,1,1,0,0,1,2,82.3883972167969,0.212019994854927,2.75935006141663,13.5932998657227,10.5152997970581,-5.85974979400635,-0.0265179984271526,0.903,1,90.242,28.353,-1.259,90.216,28.353,-1.261,75.841,16.601,-10.4
"92",111,0.2695,0.3525,0.3905,5355,0,1,1,1,0,3,78.556999206543,-0.92563396692276,2.39248991012573,0.166940003633499,-10.1906995773315,-7.86689949035645,0.135064989328384,0.743,1,87.646,16.864,-6.218,87.591,16.864,-6.212,95.245,23.478,0.134
"93",88,0.268333,0.333333,0.361,2528,2,3,2,1,0,7,82.8626937866211,0.163422986865044,2.68409991264343,4.15017986297607,-15.0382995605469,-6.58788013458252,1.12726998329163,0.694333,1,87.955,17.113,7.767,87.958,17.113,7.773,90.047,24.422,4.057
"94",85,0.238,0.314,0.411,4271,1,2,0,1,1,3,90.4995956420898,0.0461998991668224,2.35752010345459,18.3507995605469,2.5260899066925,-5.90109968185425,-0.971244931221008,0.725,0,89.212,16.418,-7.153,89.242,16.418,-7.152,91.786,38.465,-12.3
"95",104,0.2755,0.359,0.467,2772,0,0,0,1,0,1,90.5608978271484,-0.322053998708725,2.30796003341675,-1.81346988677978,-17.4247989654541,-5.97071933746338,1.90370988845825,0.826,1,90.758,3.317,4.712,90.675,3.317,4.683,94.026,7.748,11.036
"96",97,0.211,0.2905,0.3725,2844,1,0,1,1,1,2,77.2775955200195,-0.578247964382172,2.42218995094299,-9.1740198135376,-2.95449018478394,-9.43237972259522,-2.82161998748779,0.663,0,85.577,6.366,-14.208,85.62,6.366,-14.175,93.597,22.256,-10.018
"97",111,0.2695,0.3525,0.3905,3789,1,1,2,1,0,4,93.1494979858398,1.25989997386932,2.58153986930847,11.1753997802734,-6.6219596862793,-5.06216955184937,3.204509973526,0.743,1,90.244,12.521,19.1,90.288,12.521,19.093,80.511,3.202,25.856
"98",16,0.28,0.353,0.361,2541,0,1,2,0,1,4,94.4150009155273,-0.469639986753464,3.54063010215759,13.9898996353149,1.99690997600555,-4.67660999298096,-2.51481008529663,0.714,1,90.449,19.462,-3.419,90.449,19.462,-3.375,74.927,16.244,2.366
